length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
3679.35050996,95,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Hallidays Point to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{C41D73BF-9967-4A4B-BD5C-79EA7773F058},66,,0.0388508412023944
5113.95477464,96,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Forster to Tuncurry (North East),Operational,New South Wales,5,2024/03/14 00:00:00+00,{4D844654-A0EE-40FC-8803-1B1886B846EB},66,,0.0504781410727587
5315.23441507,97,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Forster to Tuncurry,Operational,New South Wales,5,2024/03/14 00:00:00+00,{C6D03215-4B8C-41EA-8B31-0D7D7C9F63F2},66,,0.0523208821848818
1677.57018401,98,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Murrawombie mine to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{177FB745-5D65-431A-9546-43CB0CA2E8AA},66,,0.0174429577260581
25520.13103669,99,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tritton Mine to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{FFA86666-0E1A-483B-A387-53FD38BD679B},66,,0.251724335471189
2912.89247531,100,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Manuka Mt Boppy mine to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{F0780CCB-44F4-472B-B6F2-222CCAF023A1},66,,0.0267499797807639
31848.38891126,101,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beryl to Ulan (North),Operational,New South Wales,5,2024/03/14 00:00:00+00,{DA86E5F1-F7C3-4483-A372-5D9B514F8CA1},66,,0.326346660157222
28961.13585132,102,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beryl to Ulan (South),Operational,New South Wales,5,2024/03/14 00:00:00+00,{7863ECC2-B2F7-4A9F-8D7F-6924B3A9D4FB},66,,0.301360222799293
5011.73738477,103,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ulan to Ulan mine,Operational,New South Wales,5,2024/03/14 00:00:00+00,{BDB9C0E0-A215-4ED4-98B3-CEE692EE3F55},66,,0.0510425396593185
1149.4137725,104,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ulan mine to Ulan mine,Operational,New South Wales,5,2024/03/14 00:00:00+00,{4E435B37-8B0E-41A3-AFE4-291EC4977300},66,,0.011674206719605
12759.29396357,105,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ulan mine to Wilpinjong Mine,Operational,New South Wales,5,2024/03/14 00:00:00+00,{84B25A4F-BB6F-4FA6-975E-760DF5B1F5FA},66,,0.125232503558643
26063.51690212,106,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beryl 66 to 11,Operational,New South Wales,5,2024/03/14 00:00:00+00,{30B68D13-9D51-467D-87E3-72FFED5D9203},66,,0.269100006237244
53.30439203,107,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beryl to Beryl 66,Operational,New South Wales,5,2024/03/14 00:00:00+00,{AEE3E300-64CE-4B7C-883C-97B128EC2FB4},66,,0.000480685106837359
2643.47359635,108,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kootingal to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{6D30DB38-DEE9-45F1-9443-8A405CA48CD9},66,,0.0269352909996972
34066.54583038,109,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mudgee to Beryl,Operational,New South Wales,5,2024/03/14 00:00:00+00,{D4124EB7-71E5-472D-A28E-12A31B169BE7},66,,0.323705048310533
20715.70272512,110,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wellington Town to Mumbil,Operational,New South Wales,5,2024/03/14 00:00:00+00,{9412975C-E8D0-445D-B726-692C4FFC250C},66,,0.196759146935869
23704.02489075,111,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cumnock to Molong tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{5E17BCD3-49BC-45DB-8217-11F7C1EDF045},66,,0.223611317108578
46416.02051835,112,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkes to Peak Hill,Operational,New South Wales,5,2024/03/14 00:00:00+00,{D08AA8D6-3BF6-4E6F-83E5-066A5997CFD8},66,,0.425634211837747
20767.40094849,113,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Peak Hill to Tomingley,Operational,New South Wales,5,2024/03/14 00:00:00+00,{F7FDD3C5-9653-4C74-93AF-7F06AE62C060},66,,0.194717834959058
8747.27052819,114,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkes to Parkes Solar Farm,Operational,New South Wales,5,2024/03/14 00:00:00+00,{C35C3B04-A072-4D53-A19F-E6EFDE6369F7},66,,0.0900809674148508
11563.50720754,115,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkes to Parkes Solar Farm (North),Operational,New South Wales,5,2024/03/14 00:00:00+00,{0A1DF2E2-A0A7-4926-9D24-3EB837BDCDE3},66,,0.114903502534672
40579.82248387,116,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkes Solar farm to Trundle,Operational,New South Wales,5,2024/03/14 00:00:00+00,{E4BF28B2-41A6-4220-AA42-0F3ACC6F07A4},66,,0.415851665484935
1670.10765306,117,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkes 66 to 11,Operational,New South Wales,5,2024/03/14 00:00:00+00,{0D3B9F00-8609-48A8-8226-D60A5600CBA9},66,,0.0157595923090085
3685.81099281,118,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Orange to Orange Industrial (West),Operational,New South Wales,5,2024/03/14 00:00:00+00,{6B166303-9B00-4E31-95B2-BECEF6FA4C85},66,,0.0339108993785142
3906.52794785,119,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Orange to Orange Industrial (East),Operational,New South Wales,5,2024/03/14 00:00:00+00,{128FD8FB-334E-46BB-98CF-93C1F9182DD2},66,,0.0361011035561144
23919.3808625,120,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blaney to Mandurama,Operational,New South Wales,5,2024/03/14 00:00:00+00,{E628ED8F-A340-41FC-8FD9-853879752374},66,,0.232992720656659
792.15818462,121,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blaney Wind farm to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{A8E8E855-7048-47BC-9A81-F74DF440E03E},66,,0.00816787405967695
34183.87528959,122,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Orange to Blaney,Operational,New South Wales,5,2024/03/14 00:00:00+00,{5D1BB257-F798-4723-ABC9-1E297667707A},66,,0.328062702216623
